code,climate_station,climate_zone,Story,ssp1_1945,ssp1_1950,ssp1_1960,ssp1_1970,ssp1_1980,ssp1_1990,ssp1_2005,ssp1_2010,ssp1_2012,ssp1_2018,ssp2_1945,ssp2_2010,ssp2_2018,ssp5_1945,ssp5_2010,ssp5_2018,hvac_type,heating_start,heating_end,cooling_start,cooling_end,Longitude_city,Latitude_city,Climate Code,Longitude_station,Latitude_station,High_station,severe cold_boiler Gas,severe cold_cogeneration,severe cold_Gshp nocooling,cold_Gshp,cold_cogeneration Ptac,cold_boiler Gas Ptac,winter cold_Ptac,winter cold_Ashp,winter warm_Ptac noheating,winter warm_Ashp noheating,severe cold_boiler Gas,severe cold_Gshp nocooling,cold_Gshp,cold_boiler Gas Ptac,winter cold_Ptac,winter cold_Ashp,winter warm_Ptac noheating,winter warm_Ashp noheating
10483,123,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.1924379,32.33587289,6,121.6,32.07,5.5,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10484,123,winter cold,16,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.9015917,31.98654943,6,121.6,32.07,5.5,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10485,123,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.6634737,31.81423285,6,121.6,32.07,5.5,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10486,120,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.5794656,32.37785149,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10487,123,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.9015917,31.98654943,6,121.6,32.07,5.5,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10488,120,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.4744331,32.53919574,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10489,121,cold B,12,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.3465878,34.76533714,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10490,121,cold B,9,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.1694081,34.57745612,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10491,121,cold B,5,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.1794346,34.84768246,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10492,121,cold B,8,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.7595651,34.54791863,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10493,121,cold B,5,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.2465335,34.28861606,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10494,122,cold B,5,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.3225382,34.09259131,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10495,121,cold B,10,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.1892,34.61570019,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10496,121,cold B,0,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.2131792,34.54980052,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10497,122,cold B,9,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.1474632,33.50899984,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10498,122,cold B,9,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.0414217,33.63815042,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10499,122,cold B,12,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.0324136,33.55856224,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10500,122,cold B,8,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.8795836,33.29962468,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10501,122,cold B,7,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.2664484,33.78707871,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10502,124,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,118.5514413,33.01825474,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10503,124,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.0264691,33.03128383,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10504,122,cold B,12,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.1197641,33.55666778,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10505,120,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.2045782,33.39589349,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10506,120,winter cold,12,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.1605033,33.34402032,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10507,120,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.5074388,33.20475985,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10508,121,cold B,6,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.5846011,34.204743,5,119.12,34.83,3.3,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10509,122,cold B,6,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.8276211,33.99564655,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10510,122,cold B,6,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.8095807,33.76507873,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10511,120,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.3328172,33.77229082,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10512,122,cold B,8,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.8055313,33.46983298,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10513,120,winter cold,14,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.1675443,33.35510092,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10514,120,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.3265371,32.87271631,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10515,124,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4385048,32.40066116,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10516,124,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4043851,32.38275136,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10517,120,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.576603,32.44029451,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10518,122,cold B,8,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,119.3655557,33.24720546,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10519,124,winter cold,12,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4194189,32.40067694,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10520,124,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.1914671,32.27809048,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10521,124,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4656156,32.78714702,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10522,124,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4756037,32.20378548,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10523,124,winter cold,12,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4184405,32.20149484,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10524,124,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.4405008,32.1379204,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10525,124,winter cold,14,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.522654,32.16914201,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10526,120,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.6125006,32.01592027,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10527,120,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.8035196,32.24296719,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10528,124,winter cold,11,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.1754332,31.95092349,6,118.8,32.83,7.1,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10529,120,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.925525,32.49673155,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10530,120,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.888421,32.32486247,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10531,120,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.1333983,32.51523367,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10532,120,winter cold,0,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.8860192,32.34863248,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10533,120,winter cold,5,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.8575141,32.91782421,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10534,120,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.283532,31.98817008,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10535,120,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.0585994,32.17747402,6,120.32,32.87,4.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10536,122,cold B,11,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.2495671,33.96867763,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10537,122,cold B,8,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.3364009,33.9548044,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10538,122,cold B,7,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.8104191,34.11745421,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10539,122,cold B,10,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.709466,33.72832831,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10540,122,cold B,10,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.2224159,33.46573259,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10541,122,cold B,10,1945,1950,1960,,1980,1990,2005,2010,,2018,1945,2010,2018,1945,2010,2018,2,7632,1776,4344,6552,118.281574,33.96774972,5,119.02,33.63,14.4,,,,Gshp,cogeneration Ptac,boiler Gas Ptac,,,,,,,Gshp,boiler Gas Ptac,,,,
10542,267,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.2042899,30.23261819,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10543,267,winter cold,12,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.2155118,30.25308298,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10544,267,winter cold,17,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.2155118,30.25308298,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10545,267,winter cold,17,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.1480329,30.32520454,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10546,267,winter cold,16,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.136438,30.26591633,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10547,267,winter cold,19,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.2184712,30.21433295,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10548,267,winter cold,11,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.2704706,30.18751122,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10549,267,winter cold,13,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.9858869,30.28040507,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10550,267,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.9665557,30.05472297,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10551,267,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.7315174,30.2398056,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10552,267,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.6975988,29.79858479,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10553,269,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.0483923,29.61495037,6,118.9,29,82.4,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10554,269,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.2873981,29.48115403,6,118.9,29,82.4,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10555,266,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.5574031,29.86572071,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10556,266,winter cold,23,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.5604213,29.89294838,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10557,266,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.8505762,29.90465936,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10558,266,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.6030464,29.9709379,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10559,266,winter cold,13,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.5554271,29.82420635,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10560,266,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.4135278,29.66114641,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10561,266,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.8755639,29.48227065,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10562,268,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.4364318,29.29431744,6,121.42,28.62,4.6,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10563,266,winter cold,5,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.1605851,30.04273464,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10564,266,winter cold,5,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.2725961,30.17525661,6,122.1,30.03,35.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10565,270,winter cold,12,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.6615865,28.02035161,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10566,270,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.8194676,27.93865224,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10567,270,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.6214472,27.97285735,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10568,270,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.1635486,27.84187032,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10569,270,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.6885241,28.15645033,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10570,270,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.5725154,27.6677244,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10571,270,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.4335951,27.52306679,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10572,270,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.0974885,27.79321715,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10573,270,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.7235373,27.56217056,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10574,270,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.6615822,27.78395074,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10575,270,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.9925019,28.11818,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10576,270,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.5939862,27.53618129,6,120.65,28.03,28.3,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10577,267,winter cold,10,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.7896101,30.75154681,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10578,267,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.7154371,30.77020721,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10579,214,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.9325106,30.83712219,6,121.45,31.4,5.5,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10580,267,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.9524453,30.53187289,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10581,267,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.6865651,30.51792377,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10582,214,winter cold,9,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,121.0225753,30.682241,6,121.45,31.4,5.5,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10583,267,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.5715432,30.63631119,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10584,267,winter cold,11,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.1916047,30.86295545,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10585,267,winter cold,6,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,120.4246014,30.85524298,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10586,267,winter cold,8,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.9834647,30.54862824,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
10587,267,winter cold,7,1945,,1960,1970,1980,1990,,2010,,,1945,2010,,1945,2010,,2,8016,1416,3960,6576,119.9174983,31.03257933,6,120.17,30.23,41.7,,,,,,,Ptac,Ashp,,,,,,,Ptac,Ashp,,
