datetime,Surface_temperature,Layer1_temperature,Layer2_temperature,Layer3_temperature
2030-01-04 04:00:00,-3.0495665,-0.9582955,1.0678831,1.039631
2030-01-04 05:00:00,-4.790039,-2.2956264,-0.0018490885,0.008819562
2030-01-04 06:00:00,-4.47151,-1.9268283,0.6256735,0.71121687
2030-01-04 07:00:00,-2.3959193,-0.7437532,0.9761974,1.0156503
2030-01-04 08:00:00,-1.6066734,-0.38960436,1.0486848,1.1573135
2030-01-04 09:00:00,12.328207,7.3889446,2.3045154,2.0341976
2030-01-04 10:00:00,18.00183,11.698269,5.294205,5.1726513
2030-01-04 11:00:00,17.13669,11.786425,6.5642686,6.502317
2030-01-04 12:00:00,14.225004,10.347431,6.752809,6.941244
2030-01-04 13:00:00,12.236637,9.247178,6.5951066,7.0328693
2030-01-04 14:00:00,12.459475,10.382261,8.772241,9.401584
2030-01-04 15:00:00,10.393317,10.239925,10.484361,11.146498
2030-01-04 16:00:00,7.8890433,9.075346,10.660076,11.217209
2030-01-04 17:00:00,4.918768,7.57631,10.588533,11.054152
2030-01-04 18:00:00,1.5035058,5.4236293,9.732572,10.165791
2030-01-04 19:00:00,0.71503735,4.8049498,9.186343,9.477127
2030-01-04 20:00:00,0.12799405,4.2474055,8.762517,9.175681
2030-01-04 21:00:00,-0.867408,3.4501495,8.156081,8.746592
2030-01-04 22:00:00,-1.5018896,2.530112,6.7685137,7.196946
2030-01-04 23:00:00,-3.0922763,0.59774834,4.25211,4.40026
2030-01-05 00:00:00,-3.2832572,0.04031198,3.5219853,3.8106139
2030-01-05 01:00:00,-3.5611386,-0.8282648,1.9048629,1.9589446
2030-01-05 02:00:00,-4.6609488,-1.9729952,0.85405904,1.0945058
2030-01-05 03:00:00,-4.7115192,-2.3155627,0.22549403,0.49534366
2030-01-05 04:00:00,-5.1778917,-2.9879186,-0.7347356,-0.6105707
2030-01-05 05:00:00,-6.6596613,-4.0142813,-1.3423328,-1.1856105
2030-01-05 06:00:00,-6.0158076,-3.6448007,-0.9289225,-0.5518143
2030-01-05 07:00:00,-6.221147,-4.1255145,-1.7665648,-1.4510436
2030-01-05 08:00:00,-4.773289,-3.009404,-0.77401453,-0.20883712
2030-01-05 09:00:00,4.326899,2.4870896,1.1445471,1.6586672
2030-01-05 10:00:00,5.950068,3.9619868,2.745667,3.6018572
2030-01-05 11:00:00,4.962786,3.3175924,2.4013457,3.2505252
2030-01-05 12:00:00,1.8916662,1.2904695,1.1704928,1.7838782
2030-01-05 13:00:00,2.8891866,2.187145,2.0978541,2.770306
2030-01-05 14:00:00,4.9141226,4.1387453,4.032311,4.6872168
2030-01-05 15:00:00,4.461662,4.3394094,4.840384,5.550793
2030-01-05 16:00:00,1.9679585,3.222696,5.120208,5.7751384
2030-01-05 17:00:00,-2.6831706,0.73555255,4.7741747,5.449666
2030-01-05 18:00:00,-4.6296377,-0.08925518,4.887583,5.340211
2030-01-05 19:00:00,-4.7382216,-0.06977027,4.8743086,5.168955
2030-01-05 20:00:00,-4.8460326,-0.2889277,4.541645,4.8386226
2030-01-05 21:00:00,-4.8057055,-0.31954238,4.474822,4.938433
2030-01-05 22:00:00,-4.9994035,-0.95568234,3.108081,3.2253876
2030-01-05 23:00:00,-4.9837065,-1.3010697,2.3451455,2.463925
2030-01-06 00:00:00,-5.8685083,-2.2039075,1.4278117,1.5436188
2030-01-06 01:00:00,-6.5204215,-3.360271,-0.32617724,-0.34363657
2030-01-06 02:00:00,-6.0051603,-3.448724,-0.9804824,-1.0167681
2030-01-06 03:00:00,-6.3856807,-4.061446,-1.6876667,-1.5825412
2030-01-06 04:00:00,-6.838964,-4.741694,-2.8748498,-3.0456247
2030-01-06 05:00:00,-7.733557,-5.3418975,-3.0866003,-3.1465487
2030-01-06 06:00:00,-8.195863,-5.6956973,-3.3501806,-3.4873257
2030-01-06 07:00:00,-5.9069223,-4.3514786,-3.02708,-3.2343762
2030-01-06 08:00:00,-5.361333,-4.2328672,-3.372864,-3.5813522
2030-01-06 09:00:00,-0.2906168,-1.4996085,-2.9353466,-3.2877233
2030-01-06 10:00:00,4.114379,1.1363857,-2.086476,-2.481462
2030-01-06 11:00:00,10.05274,4.6932197,-0.8720139,-1.1487375
2030-01-06 12:00:00,18.608845,9.033964,-0.7978472,-1.2042822
2030-01-06 13:00:00,18.821333,9.526522,0.013274166,-0.43013644
2030-01-06 14:00:00,18.650454,9.989315,1.0399368,0.5051372
2030-01-06 15:00:00,13.2529125,8.02997,2.542986,2.0715704
2030-01-06 16:00:00,5.2745495,4.2413406,2.9817574,2.6897202
2030-01-06 17:00:00,-0.02570452,1.774295,3.323188,3.0613604
2030-01-06 18:00:00,-3.2877717,0.39707744,3.7212873,3.4352708
2030-01-06 19:00:00,-5.419969,-1.0499624,3.0310361,2.773302
2030-01-06 20:00:00,-5.060248,-0.842789,3.2077184,3.114737
2030-01-06 21:00:00,-6.1451845,-1.7146231,2.65024,2.676968
2030-01-06 22:00:00,-6.158516,-1.8627063,2.3238394,2.415954
2030-01-06 23:00:00,-6.765712,-2.4626355,1.7525917,1.8635908
2030-01-07 00:00:00,-6.8770804,-3.1422126,0.36439478,0.29786366
2030-01-07 01:00:00,-7.710371,-4.1243515,-0.66338915,-0.7804827
2030-01-07 02:00:00,-8.5794325,-5.0799727,-1.7086359,-1.7351716
2030-01-07 03:00:00,-8.064599,-5.0775905,-2.2539518,-2.3433833
2030-01-07 04:00:00,-8.49334,-5.786215,-3.2213936,-3.2127373
2030-01-07 05:00:00,-8.399134,-5.899445,-3.599615,-3.6196952
2030-01-07 06:00:00,-8.070889,-5.354204,-2.611794,-2.4138167
2030-01-07 07:00:00,-8.493991,-6.1820107,-3.8228946,-3.6827176
2030-01-07 08:00:00,-7.606225,-5.6444845,-3.6168308,-3.4246728
2030-01-07 09:00:00,6.7224197,2.6021533,-1.5600485,-1.6702034
2030-01-07 10:00:00,15.066094,7.307963,-0.46020317,-0.43735382
2030-01-07 11:00:00,19.189016,9.673837,0.052337773,-0.26832774
2030-01-07 12:00:00,21.163658,10.945923,0.6810544,0.5291297
2030-01-07 13:00:00,21.11417,11.552391,2.0214722,2.056812
2030-01-07 14:00:00,16.997738,10.2247505,3.6554205,3.7995255
2030-01-07 15:00:00,14.226649,9.072663,3.966759,3.9470346
2030-01-07 16:00:00,6.589361,5.2810016,4.139736,4.250633
2030-01-07 17:00:00,1.1907576,2.918895,4.7039804,4.9295936
2030-01-07 18:00:00,-3.551236,0.08769596,3.5134327,3.3569148
2030-01-07 19:00:00,-5.434028,-1.0243744,3.1773987,3.1104388
2030-01-07 20:00:00,-5.6471143,-1.2721809,2.9604452,2.8404143
2030-01-07 21:00:00,-5.896635,-1.6607035,2.5444942,2.63373
2030-01-07 22:00:00,-6.884701,-2.387158,2.1098359,2.2038202
2030-01-07 23:00:00,-7.1825013,-3.1334217,0.8405779,0.90288275
2030-01-08 00:00:00,-7.007654,-3.3424044,0.28504544,0.31938365
2030-01-08 01:00:00,-6.511567,-3.5432265,-0.5951495,-0.5741169
2030-01-08 02:00:00,-5.173436,-2.8196874,-0.5986164,-0.7839569
2030-01-08 03:00:00,-6.3959656,-4.3561406,-2.5085278,-2.728381
2030-01-08 04:00:00,-7.126582,-4.97482,-3.0923545,-3.326125
2030-01-08 05:00:00,-7.95019,-5.496294,-3.349798,-3.4311259
2030-01-08 06:00:00,-6.8012624,-4.957462,-3.4220161,-3.7027695
2030-01-08 07:00:00,-6.3574777,-4.9792075,-3.9645784,-4.1831737
2030-01-08 08:00:00,-4.7074804,-3.8204687,-3.0815291,-3.1264164
2030-01-08 09:00:00,6.8181105,2.6621134,-1.8591179,-2.1825256
2030-01-08 10:00:00,15.495722,7.648742,-0.35361713,-0.4436709
2030-01-08 11:00:00,21.915262,11.284834,0.42460728,0.043220107
2030-01-08 12:00:00,22.42601,12.052992,1.6154536,1.3382508
2030-01-08 13:00:00,24.918232,13.599666,2.3002872,2.1764736
2030-01-08 14:00:00,22.671465,13.230414,3.9352705,3.8929389
2030-01-08 15:00:00,16.238968,10.486522,4.6974587,4.540012
2030-01-08 16:00:00,9.172829,7.2047725,5.274567,5.2403607
2030-01-08 17:00:00,1.9750066,3.510924,5.0948734,5.1320977
2030-01-08 18:00:00,-2.1712184,1.355847,4.521309,4.242664
2030-01-08 19:00:00,-4.9249744,-0.57125396,3.4694548,3.2466068
2030-01-08 20:00:00,-5.384845,-0.8530176,3.5377536,3.4589062
2030-01-08 21:00:00,-5.930829,-1.427805,2.9756382,2.9610558
2030-01-08 22:00:00,-6.168436,-1.864071,2.3691828,2.3889573
2030-01-08 23:00:00,-6.2771163,-2.2671614,1.5484945,1.5163264
2030-01-09 00:00:00,-6.2571406,-2.789149,0.611952,0.6436257
2030-01-09 01:00:00,-6.150605,-2.7605016,0.7072472,0.86249816
2030-01-09 02:00:00,-6.6224556,-3.6720939,-0.78975487,-0.8598377
2030-01-09 03:00:00,-8.073131,-4.858211,-1.8168459,-1.891879
2030-01-09 04:00:00,-9.69634,-6.1574454,-2.8211305,-2.8617938
2030-01-09 05:00:00,-9.001695,-5.6234546,-2.4491894,-2.3483572
2030-01-09 06:00:00,-8.000575,-5.3535705,-2.8004034,-2.7261388
2030-01-09 07:00:00,-6.5979586,-4.649223,-2.7424552,-2.6897564
2030-01-09 08:00:00,-4.3384814,-3.2624316,-2.217797,-2.170619
2030-01-09 09:00:00,6.6636944,2.8249483,-1.1641775,-1.3327361
2030-01-09 10:00:00,17.188517,8.781067,0.214912,0.09033276
2030-01-09 11:00:00,23.328238,12.756961,2.1163557,1.9883701
2030-01-09 12:00:00,27.556263,15.583703,3.4556031,2.9972172
2030-01-09 13:00:00,26.841347,15.557108,4.2097597,3.9786446
2030-01-09 14:00:00,27.174751,17.25271,7.141102,6.760141
2030-01-09 15:00:00,18.59663,13.461166,8.0959835,7.770236
2030-01-09 16:00:00,13.074827,10.836913,8.206117,7.757357
2030-01-09 17:00:00,7.052789,8.181871,8.826878,8.378194
2030-01-09 18:00:00,2.109507,5.084423,7.3100224,6.4973264
2030-01-09 19:00:00,-0.11578282,3.4394886,6.4938745,5.9027443
2030-01-09 20:00:00,1.2292391,4.3542914,6.94315,6.247815
2030-01-09 21:00:00,1.1622379,4.0515423,6.5199294,5.9495344
2030-01-09 22:00:00,-1.0993907,2.0139027,4.6808066,4.190229
2030-01-09 23:00:00,-2.3812249,0.57105774,3.0248618,2.5022833
2030-01-10 00:00:00,-3.2921596,-0.2843612,2.3093343,1.9280088
2030-01-10 01:00:00,-3.1732295,-0.5673907,1.7037975,1.3557674
2030-01-10 02:00:00,-4.746578,-1.9523764,0.4620576,0.09928139
2030-01-10 03:00:00,-3.2442603,-1.3955737,-0.08471009,-0.6262778
2030-01-10 04:00:00,-3.3147888,-1.6603789,-0.67480814,-1.3702805
2030-01-10 05:00:00,-3.1843398,-1.7883521,-1.1033813,-1.7599392
2030-01-10 06:00:00,-2.3067257,-1.1593189,-0.53642523,-1.039296
2030-01-10 07:00:00,-0.7497599,-0.4073512,-0.60440326,-1.1847465
2030-01-10 08:00:00,-0.6499384,-0.41400474,-0.6591254,-1.1059588
2030-01-10 09:00:00,0.82103544,0.43991402,-0.2746446,-0.62502617
2030-01-10 10:00:00,2.3397796,1.9316413,1.3998722,1.3418816
2030-01-10 11:00:00,1.9511738,2.3566666,3.0745063,3.5333679
2030-01-10 12:00:00,0.7625674,1.7629377,3.114151,3.4435956
2030-01-10 13:00:00,1.6561954,3.347879,5.7162023,6.515111
2030-01-10 14:00:00,1.3252232,3.684552,6.8075495,7.711819
2030-01-10 15:00:00,0.91311216,3.974839,7.8200173,8.726384
2030-01-10 16:00:00,0.8640663,4.4852247,8.880234,9.79154
2030-01-10 17:00:00,0.19060746,4.181252,8.699885,9.3970995
2030-01-10 18:00:00,-0.033152256,3.7464392,7.7335105,7.970714
2030-01-10 19:00:00,0.77927786,4.598766,8.712268,9.115925
2030-01-10 20:00:00,0.9799321,4.668385,8.471478,8.795246
2030-01-10 21:00:00,0.15134849,3.5596206,6.904005,7.0247107
2030-01-10 22:00:00,-0.63626605,2.5951822,5.696528,5.746776
2030-01-10 23:00:00,-0.8014551,2.2162108,4.977671,5.020957
2030-01-11 00:00:00,-1.1131659,1.7042278,4.3313484,4.431159
2030-01-11 01:00:00,-1.4435636,0.9120453,3.0532963,3.0792446
2030-01-11 02:00:00,-1.617347,0.6158894,2.8185937,2.9768574
2030-01-11 03:00:00,-1.9885501,-0.13708365,1.7549078,1.9306965
2030-01-11 04:00:00,-1.549767,-0.04391657,1.481894,1.6312869
2030-01-11 05:00:00,-2.3807247,-0.60298157,1.2155304,1.4933867
2030-01-11 06:00:00,-2.4509823,-0.71734214,1.1167593,1.4237368
2030-01-11 07:00:00,-3.18759,-1.5826789,0.15219916,0.35782295
2030-01-11 08:00:00,-2.962904,-1.5457978,0.04815287,0.3291082
2030-01-11 09:00:00,-1.9281229,-0.93348706,0.23959684,0.50087386
2030-01-11 10:00:00,-0.95077896,-0.41413844,0.35223508,0.6235749
2030-01-11 11:00:00,0.49002177,0.40012118,0.43301803,0.5278359
2030-01-11 12:00:00,-0.27430603,0.44116762,1.3440455,1.5364774
2030-01-11 13:00:00,-0.96563727,0.31149977,1.8021911,2.1404433
